Highest Deletion Frequencies,Deletion Lengths,Highest MH Deletion Frequencies,Highest MHless Deletion Frequencies
44.30995299465014,8.0,44.30995299465014,3.3426026565786318
20.14814281255252,12.0,20.14814281255252,3.7623952555883697
18.693976853393497,6.0,18.693976853393497,13.675254334042366
21.636557012487636,2.0,21.636557012487636,3.882397566435855
12.323369786658409,1.0,12.323369786658409,5.244715354401291
13.520890195255092,8.0,13.520890195255092,3.831618727692631
29.983128888264034,1.0,29.983128888264034,0.9103370707532248
43.1608989301297,6.0,43.1608989301297,1.1826848365309903
24.362427957641582,8.0,24.362427957641582,6.255970517527855
35.14468176629221,2.0,35.14468176629221,3.0036563373757095
24.044815618908768,1.0,24.044815618908768,4.344484414370156
16.963809612129925,2.0,16.963809612129925,7.418913592840748
48.10391365113995,3.0,48.10391365113995,5.555469473892981
6.014362657091562,6.0,6.014362657091562,1.8273916388817646
34.671781047110684,12.0,34.671781047110684,11.503441932374713
30.850899272988062,7.0,30.850899272988062,2.864455162909735
16.724039829302985,5.0,16.724039829302985,1.7823613086770982
21.275439864286554,4.0,21.275439864286554,5.2594084574896085
29.03289734443123,4.0,29.03289734443123,7.5307173999207295
64.84534330387491,5.0,64.84534330387491,1.9884432358939497
27.56951733559921,2.0,27.56951733559921,9.59580813381983
7.429452166686791,3.0,7.30728526681393,7.429452166686791
12.484947324236357,7.0,12.484947324236357,3.6339739752138343
26.874090247452692,29.0,26.874090247452692,26.018922852983987
14.670059408470498,1.0,14.670059408470498,1.6651406426335627
32.51221896383187,9.0,32.51221896383187,2.9486516014030246
21.33088699285718,13.0,21.33088699285718,4.399700924271268
11.85205615467358,9.0,11.85205615467358,5.652977356096754
59.41700480724186,4.0,59.41700480724186,7.274647024483059
37.67175497918417,6.0,37.67175497918417,2.9767605496159333
12.639771513746439,3.0,9.154455807067167,12.639771513746439
23.243706705650858,3.0,23.243706705650858,3.855240351104449
15.123238426678395,5.0,15.123238426678395,13.056198252289805
12.905326434934155,13.0,12.905326434934155,5.6424338124445965
24.160262063752047,12.0,24.160262063752047,2.013355171979337
17.659170575414564,5.0,17.659170575414564,4.53682592931109
16.64248460844673,4.0,16.64248460844673,4.097094231598761
22.09298739112197,6.0,22.09298739112197,11.808794137241838
21.49749798430961,5.0,21.49749798430961,7.849674290029052
21.289804882169104,1.0,21.289804882169104,2.6955401638651915
22.955471398129646,10.0,22.955471398129646,7.9749588720451365
21.578151986183077,4.0,21.578151986183077,3.178972366148532
15.539425932035634,7.0,15.539425932035634,3.60442098317387
7.615701552205928,10.0,7.615701552205928,4.241540375711343
54.214932967363794,4.0,54.214932967363794,2.8689914049595746
25.118632547484488,7.0,25.118632547484488,1.9371404835928356
37.73602418584915,2.0,37.73602418584915,3.4661079876949192
45.275565100594015,12.0,45.275565100594015,2.4730109249190146
58.909277320644605,5.0,58.909277320644605,8.705539052025554
32.21418451755274,4.0,32.21418451755274,2.9843242996206754
11.49730907227063,17.0,11.49730907227063,4.882111737570477
36.7265837992699,3.0,36.7265837992699,3.303913867196525
28.36612026477525,3.0,22.337664533473102,28.36612026477525
27.878016252820558,12.0,27.878016252820558,1.398897315089314
17.864117890749835,1.0,17.864117890749835,4.802627685387939
19.80380482549403,4.0,19.80380482549403,1.9619517450596806
19.52871229698376,2.0,19.52871229698376,6.979408352668213
15.231359061489627,1.0,15.231359061489627,2.568889464726356
55.36541844526132,3.0,55.36541844526132,1.7282580596346762
20.071079002563504,6.0,20.071079002563504,3.7345607084595667
8.22957981261137,2.0,7.974938207736966,8.22957981261137
20.03187854971414,6.0,20.03187854971414,3.705276625711959
24.977367162654655,4.0,24.977367162654655,6.312820631862392
23.64509546141318,9.0,23.64509546141318,1.3740360653807664
4.3633964753557635,12.0,4.3633964753557635,3.9768086576822794
17.579712756178672,1.0,17.579712756178672,4.273232821408612
33.69450929374655,7.0,33.69450929374655,2.571596599718425
25.891364407081113,8.0,25.891364407081113,1.0784116105623864
16.538488186794154,2.0,16.538488186794154,1.0219635557403173
16.88386503880919,9.0,16.88386503880919,2.3872262668042348
32.601156069364166,16.0,4.393063583815029,32.601156069364166
54.239815919550026,4.0,54.239815919550026,5.718425089483552
68.1169757489301,5.0,68.1169757489301,4.814550641940086
7.811076480460322,7.0,7.811076480460322,6.992088228242628
18.202738465078816,26.0,18.202738465078816,2.8701466395632775
56.75103853632667,5.0,56.75103853632667,2.701299275234223
33.142081665607336,2.0,33.142081665607336,6.314740693659491
19.66622380427153,4.0,19.66622380427153,1.2746916675022562
20.48464356156664,2.0,17.357001972386588,20.48464356156664
25.823403570763315,6.0,25.823403570763315,5.851739378305609
54.85431206172282,8.0,54.85431206172282,1.8359525363592242
22.836307040626405,7.0,22.836307040626405,3.0031234623366063
32.400700413582015,14.0,32.400700413582015,4.473821338203054
19.115288855129343,10.0,19.115288855129343,2.8811663923703423
24.28282521275601,16.0,24.28282521275601,4.325844010100066
21.294415097747077,2.0,21.294415097747077,3.444568603548693
8.262429523321375,2.0,6.150691952844696,8.262429523321375
65.15436746987952,9.0,65.15436746987952,1.8637048192771084
12.695609219613582,2.0,12.695609219613582,6.799604820444951
19.93231723217023,4.0,19.93231723217023,1.089887415074173
58.06034917751539,11.0,58.06034917751539,2.672318094661419
34.05320597125124,9.0,34.05320597125124,3.253270575205925
47.29106628242075,3.0,47.29106628242075,7.334293948126801
29.367349206627715,8.0,29.367349206627715,3.7618654922534347
19.193857965451055,1.0,19.193857965451055,13.120724445100645
19.100411625296246,1.0,19.100411625296246,2.4612698016714485
22.91536809340993,10.0,22.91536809340993,2.1284029236260267
24.859883936065557,1.0,24.859883936065557,4.79959567151921
67.72546032883831,6.0,67.72546032883831,3.3152636530621384
25.232199502649316,5.0,25.232199502649316,6.095621380807184
51.50957290132547,18.0,51.50957290132547,1.914580265095729
14.076193883026292,10.0,14.076193883026292,3.0620640314791627
47.57638834234787,8.0,47.57638834234787,6.466040127117149
55.05245088689682,5.0,55.05245088689682,11.676521075720007
14.409675902986876,6.0,14.409675902986876,8.490554052165516
18.817060737000535,5.0,18.817060737000535,5.026217410302471
17.517131814193913,2.0,17.517131814193913,2.5513954425817467
59.500999379695365,4.0,59.500999379695365,6.706182369563719
49.912168911238936,13.0,49.912168911238936,1.947353012089691
53.45557924662402,4.0,53.45557924662402,1.8280028429282162
27.95236643833785,6.0,27.95236643833785,2.376865531974055
12.340778899069656,10.0,12.340778899069656,2.3666765190220835
13.465089242973399,1.0,13.465089242973399,2.4345209601313
14.129072279620955,5.0,14.129072279620955,6.266658110333911
79.54523369934896,6.0,79.54523369934896,1.528843973698701
32.18690731489631,3.0,32.18690731489631,4.169714023626829
19.64937910883857,3.0,19.64937910883857,8.493259844611197
12.484812250486971,2.0,11.923588744672234,12.484812250486971
19.799254966887418,4.0,19.799254966887418,6.285182119205299
60.05680191734535,7.0,60.05680191734535,2.212019330612978
9.212332855778413,14.0,9.212332855778413,6.27835482330468
17.604815104918167,10.0,17.604815104918167,4.252793008203818
16.38814845191716,18.0,16.38814845191716,3.8425830998109043
16.333082098093403,17.0,16.333082098093403,1.7083996315216483
34.408154774287496,8.0,34.408154774287496,7.884335344289578
15.043282908449168,8.0,15.043282908449168,6.770592978381367
11.605160978815576,3.0,11.605160978815576,1.5908435544766262
14.371670941014006,7.0,14.371670941014006,10.702308147563622
22.151715518469338,6.0,22.151715518469338,3.806902509293254
19.292660996103642,1.0,19.292660996103642,4.524737228314231
27.934351010323834,11.0,27.934351010323834,6.903732462719492
30.56896181896182,4.0,30.56896181896182,5.68961818961819
30.50706309255172,8.0,30.50706309255172,5.298765921921624
33.74112540691366,3.0,33.74112540691366,5.011936133932723
17.549699815450744,4.0,17.549699815450744,7.4000747541289975
37.70900483481064,2.0,37.70900483481064,8.007655116841256
16.123837997365968,3.0,16.123837997365968,7.434413543158724
27.809059201677798,5.0,27.809059201677798,1.3472542001960472
9.242830616876418,19.0,9.242830616876418,4.996530187369882
22.431138930750983,1.0,22.431138930750983,1.6741521061191602
20.43377604483977,3.0,20.43377604483977,9.856084913962336
34.40714388668318,11.0,34.40714388668318,5.0860227734318695
62.60433926890554,10.0,62.60433926890554,2.1991956249465177
23.767007812314485,9.0,23.767007812314485,8.195806520551848
28.42520748600501,6.0,28.42520748600501,1.6725376647935215
19.096161191749427,3.0,19.096161191749427,2.217818945760122
32.76712168429677,7.0,32.76712168429677,8.839924505113462
35.64857820785715,4.0,35.64857820785715,5.028425226525965
38.763297216827205,6.0,38.763297216827205,4.86932003036547
22.5399730341446,7.0,22.5399730341446,6.970633130752008
16.971012140662054,3.0,16.971012140662054,4.353414201276366
27.420525475395557,9.0,27.420525475395557,18.062611893356557
28.78727814337007,7.0,28.78727814337007,3.802285675452208
32.00956799907778,5.0,32.00956799907778,3.456151474105882
18.3707946316986,11.0,18.3707946316986,1.740239023808178
15.791867741116164,12.0,15.791867741116164,7.1765683807060885
16.0416619066426,8.0,16.0416619066426,2.393176899902406
30.711870908960126,2.0,30.711870908960126,2.0346019338994137
17.042328175875213,1.0,17.042328175875213,3.256013528862414
23.051166401352123,10.0,23.051166401352123,13.546272821964115
29.577620115428445,5.0,29.577620115428445,5.609675403448149
24.95129028606157,5.0,24.95129028606157,3.20918066388212
21.758997759683183,2.0,21.758997759683183,1.6526303096460553
51.94505941354538,12.0,51.94505941354538,2.1449871233000497
27.644438239325787,6.0,27.644438239325787,3.656648220541199
13.131439449203471,14.0,13.131439449203471,4.602013380854124
42.936693381084446,7.0,42.936693381084446,2.3333260542004237
23.82570508640365,3.0,23.82570508640365,3.385331757417672
35.664250914996245,2.0,35.664250914996245,8.44462757835034
25.56825559704447,5.0,25.56825559704447,1.312126481011696
17.736941511595504,21.0,17.736941511595504,3.46162182246029
59.42159800700437,3.0,59.42159800700437,17.12279308228328
19.36655693041208,6.0,19.36655693041208,8.948234759904643
44.09102156967872,6.0,44.09102156967872,3.2725698024497873
27.281899169668172,3.0,27.281899169668172,8.575723639738895
29.024703829552763,2.0,29.024703829552763,4.183120580402241
45.58910597986974,8.0,45.58910597986974,8.052101835405566
24.556662872633435,10.0,24.556662872633435,3.56841858323269
12.8431360427305,5.0,12.8431360427305,10.265210994201214
11.979072090067188,2.0,11.979072090067188,2.5280325040857092
38.85907662557408,2.0,38.85907662557408,4.665216340343243
24.519437570178034,1.0,24.519437570178034,3.7070761805272365
29.95623873791049,2.0,29.95623873791049,1.628833050522456
12.533549573420743,1.0,8.15126146396062,12.533549573420743
15.345742979594448,6.0,15.345742979594448,10.893622465297767
35.3952019252463,2.0,35.3952019252463,6.130873296399355
9.92226480938704,2.0,7.487281032809544,9.92226480938704
15.773264813610774,2.0,8.296871493126817,15.773264813610774
26.693487380510284,7.0,26.693487380510284,5.8180317722302455
41.34176374553806,10.0,41.34176374553806,3.289613252534197
26.47155371613576,4.0,26.47155371613576,11.086938331520376
33.679154406757135,3.0,33.679154406757135,3.1207589465202643
19.337999082147775,10.0,19.337999082147775,1.893070215695273
17.95474593744354,3.0,17.95474593744354,5.889830058135209
25.722671835609933,1.0,25.722671835609933,5.84129245671148
39.14884393063584,10.0,39.14884393063584,1.9291907514450868
17.022327774503346,5.0,17.022327774503346,2.6930277710363
7.118803146058979,2.0,6.222288964390967,7.118803146058979
63.825736973784394,5.0,63.825736973784394,5.9102940643243045
34.11335864166053,8.0,34.11335864166053,4.8265246378453925
